id;text;result
554;Die Diskriminierung der Bewohner, welche auf ein Auto angewiesen sind. Der Abbau der öffentlichen Parkplätze, was zu deutlich mehr Verkehr in den Quartieren  um einen Parkplatz zu finden und damit wenig für die bessere Luftqualität sorgt. Den Autobesitzern wird unterstellt, für alles das Auto zu nutzen, obschon dies gar nicht stimmt.  Das Verhalten der e-bike Velofahrern, e-töffli, etc. welche sich kaum an die Regeln im Strassenverkehr halten und dabei sich und vor allem Kinder akut gefährden und die wahllos angestellten e Bikes, e-Töffli, welche eine barrierefreies Begehen der Trottoirs verhindern.;[5, 7, 16]
556;Lärm, Schmutz am Unteren Rheinweg. Keine neuen Tramlinien im Kleinbasel. Tram im Claragraben ist nicht nötig und verursacht den Anwohnern nur Lärm. Regierung sollte mehr auf die Einwohner Rücksicht nehmen und nicht nur linke Vorstösse umsetzen.;[17, 15, 30]
557;Idiologisierung der Politik;[30]
558;Zuviel Autoverkehr;[5, 6, 7]
560;Kriminalität;[23]
561;Autobahnvehrkehr um 16 Uhr Biss 18 Uhr.;[5]
562;Lichtverschmutzung während der Nacht Das ungeordnete Nebeneinander von Fussgängern/Velofahrer/Autofahrer, resp. das Nichteinhalten der Verkehrsregeln durch die Velofahrer (bin selbst Velofahrerin). Die Zunahme der Touristen/Menschen besonders am Wochenende (die Stadt ist probenvoll). Die Sozialversicherungen: die Prämien der Krankenkassen (Umwandlung der Kopfprämien in eine lohnabhängige Prämie dringend notwendig), die z.T. vorhandene und für viele nicht sichtbare Altersarmut, die völlig überteuerten Wohnungsmieten (sicherlich auch mit der Zunahme von Expads mitverursacht);[5, 6, 8, 10, 12, 14]
566;Mehr überdachte oder sichere Veloparkplätze und bessere/sichere Velowege sind nötig, die aber auch von den Fussgängern getrennt sind. Es bräuchte mehr Strasse ohne Autos.;[5, 7, 8]
568;Steuern zu hoch, obwohl ständig Überschuss. Parkplätze und Schikane gegen das Autofahren. Regulierung nimmt ständig zu, Staatsapparat fokussiert sich nicht auf die Mehrheit.;[1, 7, 30]
569;Schulen haben grossen Raummangel und (zu)viele Kinder mit Migrationshintergrund.  Zu viele Baustellen!;[23, 30, 36]
570;Kein offenes öffentliches Hallenbad im Zentrum, Flugzeuge sind ziemlich laut, Rheinufer ist oft am Abend zugemüllt, zuwenige Autofreie Zonen und viele Parktplätze in den Quartierstrassen, kleine Wohnungen für Einzelpersonen sind ziemlich teuer.;[5, 7, 15, 18, 23, 24, 31, 34, 35, 37, 45]
572;Sicherheit/Kriminalitätsrate Kleinbasel, Bettlerbanden, die endlosen Grossbaustellen;[23, 37, 36]
573;Sicherheit (Ueberfälle, Einbrüche) zu viel Baustellen überall;[23, 36]
574;Migrations und Flüchtlingspolitik;[22]
575;viele Baustellen, chaotische Verkehrsführung mit Gefährdungspotenzial für Fahrradfahrer;[5, 36]
576;Sicherheit Nachts an gewissen Orten;[23]
577;Steuern und Nachteile für allein stehende Personen, sowie für die Mittelschicht.;[1, 2]
578;Begehrlichkeiten unser rot-grünen Politik, auch finanzieller Art zulasten des Kantons. Eine falsche Wohnschutzpolitik, eine unrealistische Klimapolitk und die Bekämpfung des motorisierten Individualverkehrs. Basel droht zum Mittelmass zu werden.;[3, 10, 16]
580;Bezahlbare Kinderbetreuung Das fehlende Hallenbad;[28, 14]
582;zuviele Baustellen, zuviel Bürokratie, zu hohe Steuern;[1, 30]
583;Kriminalität  Links-Grüne Regierung Fremdbevölkerung;[23, 30, 20]
584;Die massive Anzahl an nicht gut miteinander koordinierten Baustellen. Aber es wird langsam besser, dass ist zumindest meine Hoffnung. Als Velofahrer kämpfe ich jeden Tag mit den Tramschienen, denn die Umbauten für die Trams verengen den RAndstreifen ziemlich. Wenn dann noch ein Auto an dieser Stelle überholt wird es manchmal recht knapp.;[5, 36]
590;viel zu hohe Steuern: Heiratsstrafe, Rentnerstrafe,  sehr hohe Krankenkassenprämien,  Gewaltzunahme, Probleme in der Schulbildung!;[1, 4, 24, 25]
592;Hohe Krankenkassenprämien Mangel Gesundheitspersonal/Kitas Es gibt auch andere Architekten als Herzog & de Meuron Zu viele Autos im Gundeli Zu wenig grün in den Einkaufsstrassen/Ballungszentren Zu wenig Platz am Rhein im Sommer Viele alte Wohnungen welche nicht sarniert werden Eintönige Take-Away Gastronomie (85% ist Döner, Asiatisch, Burger & Pizza) Ich persönlich erwarte eine Disskussion was mit dem Messezentrum passieren soll. Ist es profitabel? Es scheint oft leer und kostet sicher viel Geld. Mehr Regulierungen für E-Trotinettes;[4, 28, 35, 36]
593;Verkehr (zu viele Autos) Baulärm;[5, 17]
595;- eine der grössten Herausforderungen der kommenden Zeit wird sein, die Klimagerechtigkeitsinitiative umzusetzen - der Umgang mit der Thematik des Fachkräftemangels im Gesundheitswesen  - mühsam sind die immerwährenden unzähligen Baustellen auf den Strassen;[6, 32, 36]
597;Sicherheit in gewissen Quatieren Zu grüne Regierung;[23, 14]
598;Im Speziellen: 1. Kriminalität und Drogenproblematik Umgebung Dreirosen/Matthäus - Wegzug deswegen in ein anderes Quartier. Mir gefällt das Kleinbasel, aber das war uns mit Kindern nicht mehr sicher (Notwendigkeit von Rangern Dreirosenschulhaus, herumliegende Spritzen, Unsicherheitsgefühl). 2. Wir haben immer mehr Bedürftige, Wohnen in der Stadt wird immer teurer (wir hatten Glück mit unserer Wohnung!), Angebote für Bedürftige müssten noch besser unterstützt sein.;[23, 29]
599;Fühle mich teilweise unsicher in der Nacht, wenn ich alleine durch die Strassen laufe;[23, 45]
600;Basel-Stadt ist verkehrspolitisch noch lange nicht dort, wo es hingehörte: dem motorisierten Individualverkehr kommt noch viel zu viel Raum zugute. Das könnte stattdessen Lebensraum sein. Stattdessen stehen SUVs rum. Es gibt zu viele Autos, zuviele Parkplätze und kaum dezidierte Velowege. Diese Velostrassen sind übrigens auch lächerlich. Auch im Klimaschutz (wir werden sehen, was nach Basel 2030, bzw. 37 nun geschieht) wird zuwenig nach vorn geprescht, wir könnten Vorreiter sein. Egal. Gemeinnütziger Wohnungsbau wird auch zu wenig gefördert!;[5, 7, 15, 18, 23]
602;Zu Wenig bezahlbarer Wohnraum für Familien Immer noch zu viele Autos in der Stadt und zu wenig sichere Velofahrbahnen.;[3, 5]
603;hohe Versicherungskosten, insbesondere bei der Krankenversicherung;[4]
605;Mehr Liebe;[98]
606;Fehlende echte Zukunftsvisionen. Es geht uns (finanziell) im Schnitt noch so gut, dass wir diese offenbar noch nicht benötigen.;[14, 30]
607;- bezahlbarer Wohnraum;[3]
612;Parkplatzabbau, die Linksgrüne Ausrichtung der Basler Politik insbesondere die autounfreindliche Ausrichtung und die einschränkende Haltung der Regierung gegenüber dem EAP. Basel entwickelt sich wirtschaftlich nicht genügend rasch, andere Kantone sind da viel schneller! Das Gewerbe wird aus der stadt vertrieben! Parkplätze werden aufgehoben, ganze Strassen wie die Freie Strasse neu gestaltet, aber begrünt wird nicht, es entstehen Betonwüsten!;[5, 7, 30]
617;Bzgl. Velofreundlichkeit gibt es noch viel Potential in Basel.  Verkehrsführung: Bsp.: rund ums Spalentor, insbesondere der Weg runter Richtung UB, ist wirklich gefährlich zu befahren als Velofahrerin. Hier haben Autos ganz klar Vorrang in der Verkehrsplanung, was aus meiner Sicht nicht mehr zeitgemäss ist. Auch Velo-Parkmöglichkeiten könnten teilweise ausgebaut werden.   Die hohen Steuern und Gesundheitskosten (Krankenkassenprämien) sind ausserdem belastend und ein hoher Preis, den man als junge kinderlose Person in Basel zahlen muss.;[5, 4]
618;Gentrifizierung;[15, 34, 42]
622;Zunehmende Einschränkung des Individualverkehrs im Stadtzentrum, Sicherheit in einzelnen Stadtquartieren, immer mehr staatliche regulatorische Eingriffe;[5, 23, 30]
623;Zukunft des Auto, viele Kosten und kein Platz. ( Parkplätze und Einkaufslust in der Stadt );[5, 7, 27]
624;Die Situation im Bundesasylzentrum, Gewalt seitens Sicherheitskräfte, Chemiealtlasten im Trinkwasser, marodes AKW Beznau;[23, 36, 45]
625;Baustellen Velofahrer führen sich wie die Herren auf / Regeln gelten für einige nicht;[5, 36]
626;Kriminalität und unsauber;[15, 23]
628;Kriminalität, Verträumte Regierung, Polizisten Mangel, Lohnwesen beim Polizei und Spitalpersonal, Fahrverbote für Auto / Töff, zu hohe Steuern und Krankenkassen, zuviele Ausländer und Expats, keine Grenzkontrollen, Polizei kapituiert vor den Kriminellen rund ums Bässlergut u nd Dreirosenanlage;[23, 30, 33, 34, 40, 45, 46]
629;I cannot comment on this one, as I truly believe the City scores a solid 10.;[44]
630;Die Verkehrssicherheit und das Sicherheitsgefühl allgemein;[5, 23]
631;Das politische Gegeneinander ist in Basel schrecklich. Wer nicht sozialdemokratisch denkt, ist in Basel nicht willkommen. Die Intoleranz gegenüber Andersdenkenden ist bedauerlich. Als Fasnachtsclique muss man heute sein Sujet, Zettel und Kostüm mit einem Fachmann besprechen, um ja keinen Shitstorm auszulösen. Ist das noch echte Fasnacht?   Obwohl wir die ganze Woche mit dem Velo unterwegs sind, haben wir ein eigenes Auto und möchten es auch behalten, um am Wochenende z.B. zum Wandern zu fahren. Als Autobesitzer ist man in Basel aber der Depp egal wie oft man das Auto braucht. Das zeigt auch die aktuelle Mobilitätsstrategie. Das ist eine einseitige Politik, die nicht alle Menschen im Kanton vertritt, und das Amt für Mobilität macht mit und baut munter Parkplätze ab.  Unsere Quartierstrassen sind mit Besuchern zugeparkt, BL, SO, Lö und 68 Nummern. Wir Anwohner müssen mehrere Suchrunden im Quartier fahren, bis wir einen Parkplatz finden. Warum wird nicht wie in anderen Städten das Parkieren in Quartierstrassen nur für Anwohner erlaubt?;[5, 7]
632;Möglichkeit der Entsorgung von Bioabfällen Entsorgung allgemein (Plastik, Büchsen, etc.) Parkplatzsituation Klima;[1, 15, 7, 18]
633;Zu viele Autos, zu wenig Bevorzugung Velos (dh man wird als Velofahrer ständig behindert von Autos), keine Veloautobahn;[5, 6]
635;Ausländeranteil, Ausländerkriminalität, Gesundheitskosten zu hoch,  Einsatz der finanziellen Mittel im Bildungsbereich;[20, 23, 31]
638;Parkplatz in die stadt, EV Ladegrat >+50kw/h (nur 1 station in BS) Offnungszeiten der Geschafte : abends bis 19h fur arbeitende Menschen weird grossartig sein.  Danke;[5, 7]
639;viele Baustellen immer weniger Parkplätze ansteigende Kriminalität (Pakete werden aus Milchkasten gestohlen);[7, 36, 23]
641;Keine Autofreie Innenstadt Migration im Sinne mangelnder Integration von Flüchtlingen, führt vermehrt zu Gewalt. Zuviel Autoverkehr, zuviele Parkplätze Stadt heizt im Sommer zu sehr auf;[5, 22, 37]
642;Die vielen Baustellen, fehlende und schlecht geplante Velowege, unnötige Strassenerneuerungen(vergolden) wie zb Dalbedyych;[5, 36]
643;Öffentliche Sicherheit,vor allem nachts. Extrem viele Baustellen.;[23, 36]
644;Immer noch zu viele Autos in der Innenstadt oder wir brauchen mehr Velo-Wege.;[5, 6]
645;Baustellen;[36]
646;Littering Autofeindlichkeit;[15, 5]
647;Ghettoisierung von sozialen Unterschichten, Bettelnde;[23, 48]
652;Hohe Kriminalität und unsauberen Strassen;[15, 23]
653;Verkehrssicherheit für Velo-Fahrer: Fahrspuren auf Straßen enden im Nichts oder sind zu eng, permanentes Angstgefühl;[5]
654;viel Diebstahl aus Briefkasten , viel zu wenig Parkplätze;[23, 7]
655;Lärm, Unruhe, Verkehr, Baustellen, übersteigertes  Selbstlob;[17, 37, 6, 36, 98]
657;Politik der ‚Autoverdammung‘, Arroganz der Verwaltung;[5, 30]
660;Wohnungsnot.;[3]
662;Mangelnde Parkplätze auf Strassen (in der Henric Petri Strasse wurden Parkplätze entfernt ohne die Anwohner zu informieren) / Sicherheit und Sauberkeit in Kleinbasel / Sicherheit im De Wette Park;[7, 15, 23]
663;Einen Weg finden beim Miteinander-Leben (verschiedenem Alter, verschiedenen Kulturen,etc.) Verkehrsführung  Grünflächen;[5, 21]
666;Verkehr Angebot Wohnen Kriminalität;[3, 5, 7, 23]
669;Hohe Steuern;[1]
670;- Haushaltsabfall sollte jederzeit entsorgbar sein, mit Container oder so - Die Trennung und Entsorgung von Kompost attraktiver und einfacher zugänglich sein.  - Es gibt zu wenige Hallenbäder in Basel, vor allem jetzt wo das Rialto so lange ausfällt. Aussenbäder im Sommer gibt es genug - Regulierung der Mietpreise: Da die Nachfrage an Wohnungen so gross ist, hat man manchmal den Eindruck Verwaltungen können viel zu hohe Mietpreise verlangen;[1, 10, 15, 23]
671;Regulierungen, Wachstum der Behörden und Verwaltung;[30]
672;illegal immigrants, Health care appointments;[20, 31]
673;die vielen Baustellen auf den Strassen mit den Umleitungen für den ÖV. die vielen Trottis und Velos die die Fussgängerwege verstellen.;[5, 6]
674;Kriminalität, Brutalität Tempo 30 flächendeckend👎;[23, 37]
675;Regierung, Verkehr, öffentliche sicherheit;[7, 30, 33, 37, 43, 45, 46, 47]
676;Gesundheitsversorgung Bezahlbare mieten für familien;[4, 3]
678;Die Sicherheit in Basel, besonders die Kriminalität und die offenen unbewachten Grenzen zu Frankreich und Deutschland. Dazu kommt auch noch das Problem mit der Polizei da diese immer unterbesetzt sind und sehr viel zutun hat.;[23, 45, 97]
679;Ich als Rentnerin bin sehr unzufrieden mit der Rente da ich ja verheiratet bin, beziehen wir eine Ehepaarrente die ist zu niedrig, zumal ich immer gearbeitet habe.;[3, 32]
680;Zu hohe Steuern und Krankenkassenbeiträge, Demos. Verkehrsregime ist katastrophal, absolute Bevorzugung der Fahrräder gegenüber Fussgänger und IV.;[1, 4, 5]
684;Haus und Wohnungspreise;[3]
686;Das ewige Gemeckere;[98]
688;Sportförderung. Erhalt der Sportanlagen.;[10, 14]
690;unnahbare Schweizer Bevölkerung, Ausländerfeindlichkeit;[20, 45]
691;Inkompetente Schulbehörde, insbesondere Leiter Volksschulen Inkompetente KESB Inkompetentes Zivilgericht kann keine Primarschulmathematik Inkompetentes Strafgericht: ist mit einfachsten Verkehrsfällen und einfachen logische Schlüssen überfordert Deutschenhass unter Teilen der Administration;[30, 25]
692;Kriminalität, Einkauf in Deutschland statt in Schweiz (Schweizer Wirtschaft leidet);[23, 26]
693;Autoparkpl.werden immer mehr für Fahreder  Um-Gestellt Ich finde das ist nicht in Ordnung . Da erzeugt mehr Abgase und kein Freiheit mehr.;[5, 7]
694;- Sicherheit der Velowege - dass sich der Tramverkehr immernoch durch die Innenstadt zwängt - zu viele teure Wohnungen, zu wenig erschwinglicher Wohnraum für Familien;[5, 6, 3]
695;Wohnungsnot, zu wenig Schulen und Gesundheitssysteme überlastet.;[3, 25, 31]
698;Bessere Integration der vielen Nationalitäten;[22]
699;nicht genügend Restaurantangebote;[10, 27]
700;Sicherheit und Autoverkehr bzw. Velofahrer;[5, 23]
701;Hohe Steuern der Bevölkerung  Wohnsituation;[1, 3]
702;Die  Sicherheit, der Verkehr, die Regierung;[5, 7, 30]
703;Migranten, Bereitstellung von gutem Wohnraum;[3, 22]
704;Sicherheit im öffentlichen Raum, hohe Kriminaliltätsrate Baustellen;[23, 36]
706;Luftqualität Nachtslärm Privatverkehr;[16, 17]
707;Verkehrssituation (Parkplätze, Stau);[5, 7]
708;Umweltschutz, Klimafragen, Verkehrsplanung;[5, 16, 18]
709;Immobilienpreise überteuert;[3]
711;Uberal sind Mühlen deponiert;[15, 18, 24, 27, 46]
715;Die Auswirkungen der rot-grünen Regierung.;[30]
716;Praktisch keine Parkplätze, Sprayereien an fast allen Wänden, Baustellenproblem in der ganzen Stadt;[7, 15, 36]
717;Die vielen Baustellen. Die Velowege. Das Laden  (in der Innenstadt) und Restaurantsterben. Die Bettler.;[5, 6, 27, 36, 46, 48]
718;Wohnungssuche gestaltet sich schwierig und Fahrrad wurde geklaut-> Sicherheit?;[23, 5]
719;- zu wenig Sicherheit (zB Polizeipräsenz im öffentl. Raum, besetzte Polizeiposten etc) - Verteufelung der Autos statt Förderung Elektroautos und Integration Individualverkehr zur Unterstützung des lokalen Gewerbes - Velofahrer gefährden ungestraft Fussgänger und andere Verkehrsteilnehmer - Fehlende echte Förderung des Veloverkehrs;[5, 7, 18]
722;1) lack of green spaces 2) lack of sport facilities 3) too expensive (health care premiums, household);[2, 15]
723;Krankenkassenprämien, Kinderbetreuungskosten, Schulsystem;[4, 28, 25]
724;Autoverkehr, Zuviel asphaltierte oder versiegelte Flächen, Sicherheit für Velofahrer, Bodenspekulation, E-Trottinette;[5, 7, 18]
725;Baustellen Überqueren der Strassen im Zusammenhang mit Tram. Fahren zu eng auf und sind zu lang. Tram nimmt zu wenig Rücksicht auf die laufende bevölkerung;[5, 6, 33]
727;Die Kriminalität.;[23]
729;Lärmbelästigung von Tram und Autos;[17]
730;der Verkehr;[5, 6, 7]
731;Littering, Lärm, zu wenig Grünflächen(Messeplatz!), unnötige Baustellen, zu viel motorisierter Verkehr(wie wärs mit einer Maut auf Stadtgebiet?);[15, 17, 21, 36, 5]
732;Verkehrsführung an manchen Orten zB Aeschenplatz, bei der Johaniterbrücke, Markhalle-Margarethen Kreuzung. Rechts-Vor-Links sowie andere einfache Vorfahrtregeln führen zu chaotischen und gefährlichen Situationen.;[5]
733;Jobsuche;[8, 9, 30]
737;In der Schweiz arbeiten zu viele französische und deutsche Grenzgänger.  Baslerinnen und Basler die Arbeitssuche erschweren und zum Arbeiten in andere Kantone gehen müssen.  Dies führt zu Problemen mit unzureichendem Familieneinkommen und schließlich zu Einwanderung.;[20, 33, 46, 45]
738;Auto - Pendlerverkehr Zuviele Ausländer Keine richtige Integration Bevölkerungswachstum;[5, 22, 33]
744;Littering, Bettler, Gewalt;[15, 48, 37]
745;Verdrängung des unteren Mittelstand (Wohnungspreise) Mietpreisentwicklung für Läden in der Innenenstadt füren zu austauschbarem und langweiligem Angebot {austauschbare Geschäfte};[3, 27]
747;Klimakrise, biodiversitätskrise, soziale Unterschiede,;[18, 32]
749;Klima, Klima und Klima;[16, 18]
751;Hitze im Sommer, Menschenmassen verteilen (in Wohnungen aber auch im öffentlichen Raum), immer noch viel zu viele Autos & Parkplätze - teurer Raum in einer Dichten Stadt!!;[2, 5, 7, 15, 16, 17, 18, 21, 24, 27, 28, 30, 34, 36, 38, 44, 45]
752;Die Verkehrssituation ist m.E. ein Problempunkt, Velo könnte noch attraktiver gemacht werden;[5, 6]
753;Wohnungsmangel & überteuerte Mieten, Gentrifizierung, übermässige Bautätigkeiten (Roche ruiniert Skyline), Lärm;[3, 15, 18, 24, 37]
754;Verkehrspolitik nur auf Fahrrad ausgelegt. Totale Fahrradlobby. Es benötigt ein miteinander. Dies ist nicht der Fall.  Zudem ist diw Parkplatzsituation in keinster Weise vertretbar. Es benötigt Parkplätzte für Autos.;[5, 7]
755;Die Sicherheit. Besonders im Quartier Kleinhüningen und Clara habe ich grosse Angst. Die Kriminalitätsrate steigt und die Polizei kann in vielen Fällen, wegen ungenügenden Beweisen, nichts unternehmen. Ich kann nicht beim Claraplatz vorbeilaufen, ohne dass ich von einem Dealer penetrant angesprochen, nach Drogen gefragt oder Opfer eines Strafdelikts werde.;[23]
756;Lärm —> bitte mehr 50km/h Bereiche!;[17]
758;Vergleichsweise viel Kriminalität, besonders durch Grenzgänger aus Frankreich verursacht. Viele Obdachlose und Bettler.;[23, 45, 48]
759;Steigende Bevölkerung platz enge;[33, 34]
760;Die Sicherheit in dieser Stadt lässt zu wünschen übrig. Der Dreck und der Schmutz allgemein vermittelt ein schlechtes Stadtbild, die Unfähigkeit der Kantonsregierung, die Notfallversorgung im Unispital;zu gewährleisten, ist besorgniserregend. Zudem gibt es vermehrt Berichte über Jugendgewalt und Einbrüche. Die Polizeipräsenz scheint nicht ausreichend zu sein, um die öffentliche Sicherheit zu gewährleisten. Es ist dringend notwendig, dass die Regierung Maßnahmen ergreift, um die Kriminalität einzudämmen und die Bürger zu schützen.
761;die Links Liberale Ausrichtung;[98]
762;Sicherheit im öffentlichen Raum, d.h. die vielen Raubüberfälle, Littering, zu rigoroses Wohnschutzgesetz;[23, 15, 3]
764;- Wie bei vielen Städten sind in der sommerlichen Saison die Folgen der Klimaerwärmung (Hitzeinseln) sehr spürbar.  - Es fehlen grössere zusammenhängende Grünflächen oder grüne Korridore. Es braucht noch mehr Bäume. - Das Angebot an verfügbaren Wohnflächen ist ungenügend.;[3, 21]
766;Hohe Kosten: Mieten, Krankenkassenprämien, Gesundheitskosten, Lebenshaltungskosten Soziale Ungleichheit;[2, 4, 31, 32]
767;Wohnungsangebot, Kita-, Kindergartenangebot;[3, 28]
769;Verkehrssicherheit (Fussgänger und Rechtsabbieger haben gleichzeitig grün, Velofahrer akzeptieren Verkehrsregeln häufig nicht);[5]
771;Verkehrssicherheit: Fussgänger und Rechtsabbieger haben gleichzeitig grün, Velofahrer verhalten sich oft rücksichtslos und nicht gemäss Regeln;[5, 6]
773;Ich bin ehrenamtlich in einer bauggenossenschaft im vorstand. Ausserdem haben meine Eltern eigene häuser. Auffallend ist in den letzten jahren die zunehmenden vorschriften bezüglich bauvorschriften. Immer mehr stellen können mitreden und tun das auch. Besonders stadtbildkommision heimatschutz u.ä. das macht bauen und rennovieren teuer und aufwändig. Gleichzeitig erden mieten vorgeschrieben.  Verkehrspolitik: als regelmässiger velofahrer oder fussgänger begrüsse ich eigentlich das ziel die statt für diesen verkehr atraktiv zu gestalten. Allerding finde ich die politik, dass auch hauptstrassen verschmälert werden um den verkehr zu verlangsamen. Ich finde das so die situation verschlechtert wird.;[3, 15, 16, 34]
774;integrative Schule, Volksschulen, Wohnraum;[25, 3]
776;Öffentliche Sicherheit, Parkplatzmangel für Anwohner;[7, 23]
777;Ich denke, dass es zu wenig günstigen Wohnraum gibt.;[3]
779;klimaschutz- gas wird durch iwb abgestellt nunmuss jeder individuell für energie für das haus suchen, das ist nicht klimafreundlich zuviele alte häuser werden abgerissen anstatt instandgesetzt;[4, 18, 36]
782;Sicherheit, in öffentlichen Raum Sauberkeit im öffentlichen Raum, Verkehrssicherheit auf den Trottoirs, zu viele Velofahren die sich NICHT an die Verkehrsregeln halten.;[5, 15, 17]
783;Offener Drogenhandel im Park zwischen Kindern direkt vor dem Schulhaus, letzte freie Flächen im Kleinbasel werden zugebaut, alte Bäume werden gefällt;[23, 21]
785;Sicherheit;[23]
786;Sicherheit, Wohnungsangebot, zu viele Demonstrationen, Bettler, Viele Flüchtlinge;[23, 3, 38, 48, 20]
789;Kinderbetreuung, Verkehrslast, Finanzielle Belastung für Familien;[28, 5, 2]
792;Vielleicht die Erhaltung der Kulturangebote, Restauration altered Gebaede und Museen!;[10, 14]
793;Wohnungsnot;[3]
794;- Sicherheit im öffentlichen Raum (Überfälle, Einbrüche...), Ergänzung für die nächsten Fragen 12ff bzgl. Sicherheitsempfinden: ich persönlich fühle mich nicht unsicher, da ich als grossgewachsener Mann wohl eher nicht so schnell angegriffen werde, aber die Sicherheit meiner Frau und jugendlichen Kinder ist da eher gefährdet, zumindest abends...  - hunderte Demos pro Jahr, davon ein wesentlicher Teil unbewilligt. Wird zu wenig konsequent durchgegriffen.  - Anzahl Beamte steht in keinem Verhältnis zur Bevölkerungsgrösse des Kantons - Kombination (hohe überflüssige) Sozialausgaben mit Klumpenrisiko A-Industrie im Kanton: wenn nur wenige der guten steuerzahlenden Firmen wegziehen, hat Basel ein grosses finanzielles Problem;[23, 31, 33, 48]
795;So schlecht ist,dass ich keine Job finden kann.;[8, 9, 32]
796;Kriminalität Schmutz Öffentlichkeit;[15, 23, 33]
797;zu hohe Mieten, begrenzter Wohnraum, Gentrifizierung, zu viel Autoverkehr & Parkplätze;[3, 5, 7]
798;Die sich akzentuierende Wohnungsnot, zu viel Verkehr – früher Morgen in der Innenstadt für die Schüler:innen der Primarschule zum Beispiel, oder die schwer befahrenen Ringstrassen während den dichten Verkehrszeiten für Velofahren:innen, die stark segregierte Gesellschaft und das Lädelisterben. Sorgen macht mir die Zukunft der beiden Pharmagiganten bzw. die Abhängigkeit des Kantons.;[3, 5, 6, 11]
799;Samstagsdemonstrationen in Basel. Sie verhindern einkaufen, Marktbesuch, Fahrten im öffentlichen Verkehr, Museumsbesuche, Restaurantbesuche und geben extrem schlechtes Aussenbild.;[5, 6, 10, 27, 28, 32, 45]
800;Viele Baustellen, Verkehrsführung (Fussgänger, Zweiräder, Autos, ÖV...) zusammenbringen oder trennen auf den Fahrbahnen. günstiger Wohnraum schaffen Überalterung und Einsamkeit in der Bevölkerung;[3, 5, 15, 22]
802;Es wird zu wenig Werbung für das essentiele gemacht;[28]
805;Das Schulwesen, Sauberkeit und Sicherheit;[25, 15, 23]
806;Sicherheit Öffentliche Verkehrsmittel;[6]
809;Wohnung Angebot  Lärm;[3, 17]
810;Zu viele Baustellen, zu hohe Steuern, hohe Kebenkosten;[1, 3, 36]
811;Kriminalität;[23]
812;Aussterben der kleinen Geschäfte;[26]
813;Garbage disposal/reciclying could be better (more frequent, more collection points, etc.). This is actually the main topic I 'complain' about when talking to my family and foreign friends. Better cultural offer in english. I am really trying to learn german, but...;[1, 10]
815;Es fehlt an gute Wohnungsangebote im Kanton. Sehr oft sind diese Angebote überteuert für den, was man bekommt. Schulangebote und Kinderbetreuung könnten besser werden vor allem für Kinder im Vorschulalter, da z.B. ein Privat kindergartenplatz zu einer finanziellen Last der Familie wird.;[3, 29, 28]
816;Die Wohnungssituation (es ist schwierig bezahlbare Wohnungen zu finden).;[3]
817;Meiner Meinung nach gehört das Velonetz in Basel besser ausgebaut.Man fühlt sich vielerorts in Basel alsVelofahrer nicht sicher zB.durch schmale Spuren parallel zu den Tramgleisen.;[5, 6]
819;Der Mittelstand und Familien generell werden benachteiligt. Hier sollte dringend Entlastung geschaffen werden!;[32]
820;Hitzebelastung im Sommer, unzureichende Begrünung entlang der Strassen inkl. private Vorgärten (Gutes Beispiel = Neuweilerstrasse);[19, 21]
822;S-Bahnnetz könnte besser sein Fahrradwege könnten ausgebaut werden, vor allem zu den Ortschaften ausserhalb des Kantons;[5, 6]
828;Es wird viel Geld ausgegeben, das nicht der Allgemeinheit zukommt sondern Partikularinteressen befriedigt. Der Verwaltungsapparat ist zwar gut, vielleicht zu gut und jdenfalls sehr teuer.  Arbeitsplätze verschwinden und an deren Stelle entsteht in der Regel Wohnraum, das generiert zwar Steuern aber vor allem viel Verkehr.;[1, 3, 4, 5, 8, 15, 16, 18, 24, 26, 30, 33, 34, 36, 45]
829;Der Verkehr, die Sicherheit, günstiger Wohnraum.;[5, 23, 3]
832;Sicherheit;[23]
833;Bezahlbare Häuser für Familien;[3]
834;Das Baudepartement, wenig Parkplätze, Littering, uninteressante Innenstadt/ Ladensterben, Demonstrationen, Gewalt;[7, 15, 16, 27, 37]
835;wenig günstige familienwohnungen. wenige unrealistische optionen zum kauf von immobilien. hohe steuern. wenig gute restaurants.;[3, 8, 14]
